Date,Adj Close,Close,High,Low,Open,Volume,Stock
18-12-2025,1356.800049,1356.800049,1369.5,1345.5,1346.300049,7314573,ICICIBANK.NS
18-12-2025,2092,2092,2116.600098,2088.100098,2099,3760341,BHARTIARTL.NS
18-12-2025,381.7798767,400.3999939,401.9500122,399.8500061,400,7227668,ITC.NS
18-12-2025,1730.0979,1745.900024,1785,1736,1785,3461351,SUNPHARMA.NS
18-12-2025,994.1884766,1000.299988,1009.700012,995,1002.099976,3103997,BAJFINANCE.NS
17-12-2025,3101.067383,3217.800049,3236.899902,3200.5,3200.5,1376350,TCS.NS
17-12-2025,1568.067993,1602,1606.900024,1586,1587.199951,4817628,INFY.NS
17-12-2025,1537.292236,1544.400024,1550,1539.300049,1550,7116649,RELIANCE.NS
17-12-2025,967.9899902,984,996,980.7999878,996,19080922,HDFCBANK.NS
17-12-2025,1352.400024,1352.400024,1365,1343.099976,1365,9440391,ICICIBANK.NS
17-12-2025,2108,2108,2128,2096.399902,2117.600098,6412516,BHARTIARTL.NS
17-12-2025,381.2077942,399.7999878,403.1000061,399.1000061,401,8087490,ITC.NS
17-12-2025,1776.672485,1792.900024,1797.599976,1771.5,1781,1910628,SUNPHARMA.NS
17-12-2025,993.4927368,999.5999756,1011.200012,995.2999878,1000,4695550,BAJFINANCE.NS
16-12-2025,3088.828125,3205.100098,3220,3191.100098,3220,1734623,TCS.NS
16-12-2025,1559.160767,1592.900024,1603,1585.599976,1600,5499258,INFY.NS
16-12-2025,1535.201904,1542.300049,1551.699951,1538.800049,1545,11731856,RELIANCE.NS
16-12-2025,978.1223755,994.2999878,998.7000122,990.0999756,990.0999756,20049088,HDFCBANK.NS
16-12-2025,1366,1366,1368.699951,1355.5,1364,12359741,ICICIBANK.NS
16-12-2025,2102,2102,2106.600098,2070.100098,2070.100098,5756692,BHARTIARTL.NS
16-12-2025,383.0194092,401.7000122,405.75,401.0499878,401.3999939,12347384,ITC.NS
16-12-2025,1765.17749,1781.300049,1791.900024,1778.300049,1790,1533979,SUNPHARMA.NS
16-12-2025,992.3001709,998.4000244,1010.599976,996.5,1007.5,3861617,BAJFINANCE.NS
15-12-2025,3113.01709,3230.199951,3238.199951,3197.300049,3211.100098,1562190,TCS.NS
15-12-2025,1572.766357,1606.800049,1610.800049,1585,1585,4190558,INFY.NS
15-12-2025,1549.037842,1556.199951,1558.599976,1546.5,1551.199951,5774543,RELIANCE.NS
15-12-2025,979.8930664,996.0999756,1001.799988,992,992,9790060,HDFCBANK.NS
15-12-2025,1365.199951,1365.199951,1370,1356.099976,1356.099976,5342530,ICICIBANK.NS
15-12-2025,2069.699951,2069.699951,2078.899902,2061.5,2070.100098,3233614,BHARTIARTL.NS
15-12-2025,383.5915222,402.2999878,403.3500061,399.5,400.1000061,7756564,ITC.NS
15-12-2025,1780.834473,1797.099976,1804.599976,1777.599976,1779,1396948,SUNPHARMA.NS
15-12-2025,1006.512756,1012.700012,1016.5,1008,1015,3958977,BAJFINANCE.NS
12-12-2025,3103.669189,3220.5,3223,3185.699951,3197.699951,1146554,TCS.NS
12-12-2025,1564.348389,1598.199951,1601.800049,1582.599976,1601.400024,4633912,INFY.NS
12-12-2025,1549.336548,1556.5,1559.800049,1546.099976,1550.800049,5106655,RELIANCE.NS
12-12-2025,985.2052612,1001.5,1004.700012,998.2000122,1003,11988618,HDFCBANK.NS
12-12-2025,1366,1366,1370.699951,1363.300049,1368,3890885,ICICIBANK.NS
12-12-2025,2083.399902,2083.399902,2087.100098,2050.600098,2053.100098,2706420,BHARTIARTL.NS
12-12-2025,381.4938354,400.1000061,404,399.8500061,402.8999939,12407516,ITC.NS
12-12-2025,1777.26709,1793.5,1811.800049,1791,1808,1442309,SUNPHARMA.NS
12-12-2025,1011.084656,1017.299988,1020.799988,1000,1000,4381711,BAJFINANCE.NS
11-12-2025,3076.106689,3191.899902,3208.399902,3153.100098,3205,1914362,TCS.NS
11-12-2025,1564.15271,1598,1607.400024,1580.5,1598,5159319,INFY.NS
11-12-2025,1537.889404,1545,1550,1524,1536.900024,4706197,RELIANCE.NS
11-12-2025,984.0247803,1000.299988,1002.700012,988.5,990,11844809,HDFCBANK.NS
11-12-2025,1360,1360,1366.599976,1352.800049,1363.699951,6734750,ICICIBANK.NS
11-12-2025,2053.199951,2053.199951,2069.199951,2038,2066,3254850,BHARTIARTL.NS
11-12-2025,384.1636353,402.8999939,404,401.1000061,403.1499939,6980147,ITC.NS
11-12-2025,1790.843018,1807.199951,1810.5,1775.099976,1778,1280916,SUNPHARMA.NS
11-12-2025,1000.251282,1006.400024,1020.5,1000.099976,1011.900024,4670539,BAJFINANCE.NS
10-12-2025,3073.504639,3189.199951,3225,3178.100098,3225,1386849,TCS.NS
10-12-2025,1551.2323,1584.800049,1608,1582.800049,1608,5116140,INFY.NS
10-12-2025,1529.826782,1536.900024,1547.5,1531.400024,1534,7991629,RELIANCE.NS
10-12-2025,973.6956177,989.7999878,998.5,985.2999878,997.5,15322830,HDFCBANK.NS
10-12-2025,1363.599976,1363.599976,1379.400024,1357.900024,1377.900024,8725381,ICICIBANK.NS
10-12-2025,2067,2067,2096.899902,2062.199951,2072,3987451,BHARTIARTL.NS
10-12-2025,384.4019775,403.1499939,404.3999939,401,401.1000061,6969146,ITC.NS
10-12-2025,1769.339478,1785.5,1791.699951,1767.900024,1787.900024,2321746,SUNPHARMA.NS
10-12-2025,1004.12738,1010.299988,1021.700012,1007.299988,1016,4990527,BAJFINANCE.NS
09-12-2025,3091.911865,3208.300049,3233.699951,3181.199951,3230,2734893,TCS.NS
09-12-2025,1565.13147,1599,1606.900024,1582.400024,1601.199951,6957599,INFY.NS
09-12-2025,1522.361206,1529.400024,1542.5,1520.099976,1540.300049,11503971,RELIANCE.NS
09-12-2025,980.8768311,997.0999756,1002.799988,994,994.9000244,15294322,HDFCBANK.NS
09-12-2025,1375.199951,1375.199951,1384.300049,1373.400024,1379.900024,10492030,ICICIBANK.NS
09-12-2025,2089.699951,2089.699951,2100.399902,2080.399902,2086.800049,5139229,BHARTIARTL.NS
09-12-2025,382.3996277,401.0499878,404.5,400,402,9426717,ITC.NS
09-12-2025,1759.925537,1776,1801.199951,1772,1796,2401728,SUNPHARMA.NS
09-12-2025,1010.488342,1016.700012,1026,1013.700012,1025,5968501,BAJFINANCE.NS
08-12-2025,3119.088867,3236.5,3259.899902,3208.600098,3243,2544725,TCS.NS
08-12-2025,1576.681641,1610.800049,1630,1600.199951,1617.099976,7550413,INFY.NS
08-12-2025,1535.898682,1543,1551,1535,1539.199951,11301491,RELIANCE.NS
08-12-2025,986.7791748,1003.099976,1006.5,997.5,1000,12901022,HDFCBANK.NS
08-12-2025,1389.599976,1389.599976,1394.900024,1383.300049,1387,7826227,ICICIBANK.NS
08-12-2025,2086.199951,2086.199951,2114.399902,2078.899902,2114.399902,4327091,BHARTIARTL.NS
08-12-2025,383.5915222,402.2999878,405.25,400.5499878,404.9500122,6056866,ITC.NS
08-12-2025,1779.942627,1796.199951,1806,1785.699951,1805.300049,2410074,SUNPHARMA.NS
08-12-2025,1020.129089,1026.400024,1049.800049,1023,1048,5189635,BAJFINANCE.NS
05-12-2025,3120.727051,3238.199951,3271.600098,3222.399902,3230,5244013,TCS.NS
05-12-2025,1581.967163,1616.199951,1631.800049,1600,1610,10344725,INFY.NS
05-12-2025,1533.509644,1540.599976,1545.800049,1520.599976,1530.400024,10183266,RELIANCE.NS
05-12-2025,986.9759521,1003.299988,1008,990.2000122,992,12843366,HDFCBANK.NS
05-12-2025,1392.5,1392.5,1395.300049,1381,1381,4942638,ICICIBANK.NS
05-12-2025,2108.800049,2108.800049,2111.899902,2090,2092.600098,2938290,BHARTIARTL.NS
05-12-2025,386.1182861,404.9500122,405.3500061,402,403.0499878,4419747,ITC.NS
05-12-2025,1788.960449,1805.300049,1820.199951,1800.199951,1819,1777401,SUNPHARMA.NS
05-12-2025,1041.597046,1048,1061,1026.5,1028.900024,13123572,BAJFINANCE.NS
04-12-2025,3112.053467,3229.199951,3250,3187.399902,3194,5025905,TCS.NS
04-12-2025,1563.761108,1597.599976,1599,1568,1568,12609619,INFY.NS
04-12-2025,1528.532715,1535.599976,1560.5,1517.599976,1536,11867930,RELIANCE.NS
04-12-2025,980.9752197,997.2000122,1004.700012,993,1000,14528169,HDFCBANK.NS
04-12-2025,1386.699951,1386.699951,1391.599976,1379.900024,1387,7373909,ICICIBANK.NS
04-12-2025,2103.800049,2103.800049,2108.5,2074.100098,2094.800049,4611819,BHARTIARTL.NS
04-12-2025,384.3066101,403.0499878,403.5499878,399.0499878,400.1000061,8057989,ITC.NS
04-12-2025,1801.842651,1818.300049,1823.199951,1798.300049,1808.400024,1713961,SUNPHARMA.NS
04-12-2025,1022.8125,1029.099976,1032.300049,1016,1018,5404918,BAJFINANCE.NS
03-12-2025,3064.638672,3180,3211.899902,3139,3140,3952112,TCS.NS
03-12-2025,1545.261475,1578.699951,1586,1554.099976,1555.099976,12895312,INFY.NS
03-12-2025,1531.718018,1538.800049,1552.400024,1533,1545.199951,6090883,RELIANCE.NS
03-12-2025,984.2214966,1000.5,1002.299988,986,986,15448777,HDFCBANK.NS
03-12-2025,1391.5,1391.5,1394.199951,1367,1367,7955933,ICICIBANK.NS
03-12-2025,2086,2086,2109.899902,2081.600098,2100.100098,4357641,BHARTIARTL.NS
03-12-2025,381.8752136,400.5,402.2000122,398.8500061,401.7000122,10772192,ITC.NS
03-12-2025,1790.347656,1806.699951,1816,1782.5,1805,2114510,SUNPHARMA.NS
03-12-2025,1015.159607,1021.400024,1026.300049,1014.200012,1021,5895670,BAJFINANCE.NS
02-12-2025,3021.945801,3135.699951,3144,3120.399902,3131,2512003,TCS.NS
02-12-2025,1527.936401,1561,1579.900024,1556.099976,1567,6335969,INFY.NS
02-12-2025,1539.183472,1546.300049,1567.5,1542,1561.099976,11389150,RELIANCE.NS
02-12-2025,973.6956177,989.7999878,994.4000244,985,988,27316662,HDFCBANK.NS
02-12-2025,1373,1373,1381.800049,1370.599976,1381.800049,12126396,ICICIBANK.NS
02-12-2025,2104,2104,2114.800049,2087.100098,2089.800049,6591396,BHARTIARTL.NS
02-12-2025,382.3043213,400.9500122,405.5,400.5,404.25,8093808,ITC.NS
02-12-2025,1783.212769,1799.5,1814.900024,1788.599976,1804,2948688,SUNPHARMA.NS
02-12-2025,1019.234558,1025.5,1036,1013.900024,1014.5,6706145,BAJFINANCE.NS
01-12-2025,3019.729248,3133.399902,3154,3122.199951,3137.899902,1747647,TCS.NS
01-12-2025,1530.872803,1564,1574,1556,1562.5,5341800,INFY.NS
01-12-2025,1558.892334,1566.099976,1577.5,1563.599976,1575,8920233,RELIANCE.NS
01-12-2025,985.7954712,1002.099976,1017.5,999.2999878,1017.5,16746566,HDFCBANK.NS
01-12-2025,1390.099976,1390.099976,1400,1385.400024,1394,8867593,ICICIBANK.NS
01-12-2025,2089.699951,2089.699951,2119,2083.100098,2114.699951,5058900,BHARTIARTL.NS
01-12-2025,385.4508362,404.25,405.5,398.2000122,402.7999878,13442658,ITC.NS
01-12-2025,1791.041382,1807.400024,1849,1801,1841,1869293,SUNPHARMA.NS
01-12-2025,1014.861389,1021.099976,1042,1018.799988,1041.900024,6459837,BAJFINANCE.NS
28-11-2025,3023.680176,3137.5,3147.300049,3125,3140,1616690,TCS.NS
28-11-2025,1527.05542,1560.099976,1568.400024,1557,1565,4453221,INFY.NS
28-11-2025,1560.285889,1567.5,1581.300049,1563,1568,8959508,RELIANCE.NS
28-11-2025,991.2059937,1007.599976,1012.049988,1004.200012,1007,15988807,HDFCBANK.NS
28-11-2025,1388.800049,1388.800049,1398.5,1385.599976,1392,7683986,ICICIBANK.NS
28-11-2025,2101.600098,2101.600098,2129.5,2096.399902,2118,6263457,BHARTIARTL.NS
28-11-2025,385.4508362,404.25,405,402.5,404.2999878,6883500,ITC.NS
28-11-2025,1815.022217,1831.599976,1833,1807.5,1810.300049,1623103,SUNPHARMA.NS
28-11-2025,1031.161255,1037.5,1043.5,1031,1038,4983147,BAJFINANCE.NS
27-11-2025,3022.812988,3136.600098,3180,3125,3180,2836233,TCS.NS
27-11-2025,1533.222046,1566.400024,1574.300049,1552.199951,1564,7552252,INFY.NS
27-11-2025,1556.204712,1563.400024,1575.5,1556,1575,9794643,RELIANCE.NS
27-11-2025,993.0750732,1009.5,1016.799988,1001,1002.099976,25536848,HDFCBANK.NS
27-11-2025,1392.199951,1392.199951,1394,1375.699951,1379,15158741,ICICIBANK.NS
27-11-2025,2115.600098,2115.600098,2136.899902,2103.800049,2132,4444877,BHARTIARTL.NS
27-11-2025,385.4985046,404.2999878,405.9500122,402.1000061,403.5,8679529,ITC.NS
27-11-2025,1793.915039,1810.300049,1814.900024,1802.099976,1802.099976,2902053,SUNPHARMA.NS
27-11-2025,1027.483887,1033.800049,1044.900024,1010.900024,1015.599976,12076038,BAJFINANCE.NS
26-11-2025,3048.158936,3162.899902,3178,3117,3118.800049,2508527,TCS.NS
26-11-2025,1524.9021,1557.900024,1560.300049,1532.099976,1532.099976,7575038,INFY.NS
26-11-2025,1562.674805,1569.900024,1571.599976,1540.5,1542.300049,14054299,RELIANCE.NS
26-11-2025,987.5662231,1003.900024,1006.950012,981.2999878,981.2999878,19494356,HDFCBANK.NS
26-11-2025,1375,1375,1377,1359.900024,1360,9659004,ICICIBANK.NS
26-11-2025,2126.800049,2126.800049,2134.899902,2097.5,2104,43174047,BHARTIARTL.NS
26-11-2025,383.5915222,402.2999878,403.9500122,400.9500122,401,11443953,ITC.NS
26-11-2025,1788.563965,1804.900024,1806.900024,1773.599976,1775.5,1158948,SUNPHARMA.NS
26-11-2025,1004.524963,1010.700012,1012.799988,981.2999878,986.2000122,9772235,BAJFINANCE.NS
25-11-2025,3006.044434,3119.199951,3149.800049,3115,3145.300049,2737920,TCS.NS
25-11-2025,1498.180298,1530.599976,1550.599976,1525.900024,1549,8107952,INFY.NS
25-11-2025,1532.61377,1539.699951,1559.599976,1525.099976,1535.900024,15033482,RELIANCE.NS
25-11-2025,973.6956177,989.7999878,1006.099976,988.4000244,1004,24989383,HDFCBANK.NS
25-11-2025,1357.800049,1357.800049,1376.900024,1354.300049,1365,12235000,ICICIBANK.NS
25-11-2025,2161.600098,2161.600098,2170.699951,2138.699951,2159,7102592,BHARTIARTL.NS
25-11-2025,382.1612854,400.7999878,404.5,400.1000061,403.5499878,8199785,ITC.NS
25-11-2025,1760.718262,1776.800049,1792.099976,1766.099976,1785,1848114,SUNPHARMA.NS
25-11-2025,980.1746826,986.2000122,996.9000244,984.5,995,6376983,BAJFINANCE.NS
24-11-2025,3027.246094,3141.199951,3178.899902,3131,3158,6703764,TCS.NS
24-11-2025,1515.211792,1548,1585,1541,1563.599976,19270381,INFY.NS
24-11-2025,1528.831299,1535.900024,1550,1531.800049,1550,18433951,RELIANCE.NS
24-11-2025,982.8934937,999.1500244,1011.450012,993.5999756,1000,32204053,HDFCBANK.NS
24-11-2025,1368.400024,1368.400024,1377,1361.5,1373.300049,15896003,ICICIBANK.NS
24-11-2025,2152.100098,2152.100098,2165.800049,2140.399902,2162.100098,9686848,BHARTIARTL.NS
24-11-2025,384.7833862,403.5499878,408.7999878,402.8500061,408.3999939,11037491,ITC.NS
24-11-2025,1764.682129,1780.800049,1785.900024,1771.800049,1785.900024,3434492,SUNPHARMA.NS
24-11-2025,987.927002,994,1009.299988,990,1005,9574900,BAJFINANCE.NS
21-11-2025,3036.305176,3150.600098,3170,3135.199951,3144.800049,4177037,TCS.NS
21-11-2025,1512.275269,1545,1551.5,1526.300049,1531,9186302,INFY.NS
21-11-2025,1539.482056,1546.599976,1557.800049,1540.099976,1541,9615271,RELIANCE.NS
21-11-2025,981.8114014,998.0499878,1008.299988,996.5499878,1003.099976,17499897,HDFCBANK.NS
21-11-2025,1369.5,1369.5,1376,1364.599976,1373,11483595,ICICIBANK.NS
21-11-2025,2162.699951,2162.699951,2174.5,2148.600098,2150.100098,6720938,BHARTIARTL.NS
21-11-2025,388.8834229,407.8500061,408.5,404.7000122,405,5808131,ITC.NS
21-11-2025,1763.591919,1779.699951,1787.400024,1773.699951,1778,2199311,SUNPHARMA.NS
21-11-2025,997.965271,1004.099976,1027.599976,1001.5,1020,6304584,BAJFINANCE.NS
20-11-2025,3030.715576,3144.800049,3164.5,3138.100098,3148,2700767,TCS.NS
20-11-2025,1503.955322,1536.5,1555,1534,1555,7387584,INFY.NS
20-11-2025,1541.970581,1549.099976,1550.900024,1526.699951,1530,18171724,RELIANCE.NS
20-11-2025,992.4356689,1008.849976,1011.599976,992.4500122,995.2999878,19850865,HDFCBANK.NS
20-11-2025,1383,1383,1388.300049,1375.400024,1380.099976,10131863,ICICIBANK.NS
20-11-2025,2158.300049,2158.300049,2169.300049,2149.899902,2153.100098,7452899,BHARTIARTL.NS
20-11-2025,386.5950317,405.4500122,407,403.25,403.5499878,6693410,ITC.NS
20-11-2025,1761.312866,1777.400024,1792,1773.099976,1790,1513894,SUNPHARMA.NS
20-11-2025,1022.315613,1028.599976,1031.699951,1007.299988,1015,5459073,BAJFINANCE.NS
19-11-2025,3033.51001,3147.699951,3155,3083.5,3097,3151053,TCS.NS
19-11-2025,1508.457886,1541.099976,1543,1490.5,1490.5,10981126,INFY.NS
19-11-2025,1511.909546,1518.900024,1522.300049,1512,1517.400024,5692366,RELIANCE.NS
19-11-2025,978.4174805,994.5999756,996.5499878,984,990,19813847,HDFCBANK.NS
19-11-2025,1383.099976,1383.099976,1384,1371.599976,1373.5,10393918,ICICIBANK.NS
19-11-2025,2159.800049,2159.800049,2166.199951,2146.699951,2155,7419461,BHARTIARTL.NS
19-11-2025,384.7833862,403.5499878,405.5499878,402.7999878,404.8500061,7882450,ITC.NS
19-11-2025,1767.952148,1784.099976,1790.300049,1751.099976,1762,2131124,SUNPHARMA.NS
19-11-2025,999.4561157,1005.599976,1016.099976,1004.599976,1009,5158832,BAJFINANCE.NS
18-11-2025,2975.108887,3087.100098,3105,3078,3102,2548350,TCS.NS
18-11-2025,1454.916504,1486.400024,1506,1483.199951,1506,7525119,INFY.NS
18-11-2025,1512.407227,1519.400024,1527.800049,1510.5,1521.699951,11045042,RELIANCE.NS
18-11-2025,976.3024902,992.4500122,999,990,997.6500244,20002640,HDFCBANK.NS
18-11-2025,1373.400024,1373.400024,1382.800049,1369.099976,1380.199951,9529560,ICICIBANK.NS
18-11-2025,2149.199951,2149.199951,2159,2110.300049,2122,10972556,BHARTIARTL.NS
18-11-2025,386.9764404,405.8500061,409.7999878,404.5499878,408.25,7661681,ITC.NS
18-11-2025,1742.881226,1758.800049,1764.5,1750,1764,1429522,SUNPHARMA.NS
18-11-2025,1007.407227,1013.599976,1024.099976,1011.700012,1021.200012,4562185,BAJFINANCE.NS
17-11-2025,2989.660645,3102.199951,3123.5,3086.600098,3106,2232853,TCS.NS
17-11-2025,1475.66748,1507.599976,1510.199951,1492.5,1496,7910354,INFY.NS
17-11-2025,1511.312378,1518.300049,1523.699951,1511.5,1520.900024,5871416,RELIANCE.NS
17-11-2025,980.3357544,996.5499878,997.9500122,985.5999756,991.25,18396408,HDFCBANK.NS
17-11-2025,1379,1379,1382.5,1373.599976,1375.099976,7660717,ICICIBANK.NS
17-11-2025,2112.199951,2112.199951,2122,2100.899902,2112,5998770,BHARTIARTL.NS
17-11-2025,388.1683044,407.1000061,412,406,409.75,7855399,ITC.NS
17-11-2025,1747.934937,1763.900024,1768,1747.699951,1765.800049,1430618,SUNPHARMA.NS
17-11-2025,1020.526672,1026.800049,1033,1017,1021,6011603,BAJFINANCE.NS
14-11-2025,2993.322998,3106,3113.100098,3077.300049,3090,2210794,TCS.NS
14-11-2025,1470.969116,1502.800049,1530,1488.800049,1520,9739549,INFY.NS
14-11-2025,1511.909546,1518.900024,1520.900024,1505.5,1505.5,7682823,RELIANCE.NS
14-11-2025,973.4988403,989.5999756,991.6500244,976.0499878,976.0499878,21386965,HDFCBANK.NS
14-11-2025,1373,1373,1381.199951,1363.199951,1374,9694498,ICICIBANK.NS
14-11-2025,2100.699951,2100.699951,2107.899902,2081.899902,2090,6312655,BHARTIARTL.NS
14-11-2025,389.1694641,408.1499939,408.75,400.1000061,404.7000122,64020258,ITC.NS
14-11-2025,1741.196533,1757.099976,1760.099976,1734.699951,1737.400024,1667322,SUNPHARMA.NS
14-11-2025,1012.277344,1018.5,1019.900024,1002.599976,1004.900024,4381122,BAJFINANCE.NS
13-11-2025,2993.033691,3105.699951,3131.899902,3102,3131.800049,1740435,TCS.NS
13-11-2025,1509.143066,1541.800049,1557.5,1530.300049,1557.099976,19655689,INFY.NS
13-11-2025,1503.946411,1510.900024,1522.099976,1506.800049,1515,7196443,RELIANCE.NS
13-11-2025,970.5969238,986.6500244,990.0999756,982.5999756,984,14124839,HDFCBANK.NS
13-11-2025,1385.900024,1385.900024,1390.400024,1358.5,1358.900024,18296626,ICICIBANK.NS
13-11-2025,2091.800049,2091.800049,2107,2079,2099.899902,5958875,BHARTIARTL.NS
13-11-2025,386.8334045,405.7000122,407.5,404.5,407,6617185,ITC.NS
13-11-2025,1721.674805,1737.400024,1747.800049,1725.400024,1734.5,1727602,SUNPHARMA.NS
13-11-2025,999.2573853,1005.400024,1019.400024,1003.5,1012.5,8503994,BAJFINANCE.NS
12-11-2025,3018.187012,3131.800049,3136.399902,3057.100098,3060,4460315,TCS.NS
